ID_ORDEM_SERVICO,ID_UC,Estado Instalacion,Uso,Actividad Economica,Fecha Generacion,Fecha Ejecucion,FechaDescargue,Fecha Ultima Lectura,Estado OT,Observacion,Efectividad,Causa Efectividad,Causa Evento,Consumo promedio,Lectura en Visita,Ultimo Valor Leido,Oportunidad Ejecucion,Oportunidad Descargue,Diferencia Lectura,Dias entre lecturas,Promedio Consumo dia,Analisis Lectura,Promedio Dia Historico,Menor a Promedio,Score Lectura,Score Promedio,Total Puntaje,ID_Accion,Nombre Accion
EPMA3936171-1,12706919,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-09-11,2021-09-14,2021-09-14,2021-09-08 00:00:00,DescargadaParcial,"Luis Balbuena....no residencial CC platinum con medidor nuevo en buen estado bien instalado registrando en prueba de llaves  ZC  serie 21-1011646 marca watertech lectura 00025 diámetro 1"" no suministran información  Usuario: EPM\luis.balbuena Fecha: 2021-09-14 09:50:44",NO,No fraude,No fraude,0,25.0,18,2.0,0.0,7.0,6.0,1.1666666666666667,Lectura Normal,0.0,Igual o mayor a Promedio,3.0,1.0,4.0,35.907 ,2528_C_CaidaConsumo_100920210             
EPMA3860369-1,12707181,ActivoCon suministro                       ,Industrial ,Elaboración de productos de panadería                                                                                                                 ,2021-07-09,2021-07-23,2021-07-23,2021-08-25 00:00:00,Cerrada,Medidor Water tech de 1/2 con serie# 20113015857 y lectura#09186 ilegible en foto predio no residencial  actividad económica es una  a una panadería  registra en pruebas de llaves. Trabajadoras no pueden firmar sin autorización Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-07-23 10:26:54,NO,No fraude,No fraude,30,9186.0,9229,11.0,0.0,9272.0,33.0,280.969696969697,Lectura Normal,1.0,Igual o mayor a Promedio,3.0,1.0,4.0,34.566 ,3029_C_CaidaConsumosBalanceHid_080720210  
EPMA3901772-1,12707181,ActivoCon suministro                       ,Industrial ,Elaboración de productos de panadería                                                                                                                 ,2021-08-14,2021-08-19,2021-08-23,2021-08-25 00:00:00,Cerrada,"SE DESCARGA DIRECCION, ATENDIDA CON SOLICITUD 3860369
 Usuario: EPM\LLOAIZAT Fecha: 2021-08-23 07:31:47",NO,Atendido con otra orden de trabajo o solicitud,No Aplica,30,0.0,9229,4.0,2.0,18458.0,6.0,3076.3333333333335,Lectura Normal,1.0,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3872318-1,12707431,ActivoCon suministro                       ,Residencial,Residencial estrato 3                                                                                                                                 ,2021-07-17,2021-07-30,2021-07-30,2021-08-30 00:00:00,Cerrada,Se visita dirección en instalacion residencial no se encuentra medidor de solicitud en terreno se encuentra medidor marca watertech de 1/2 serie 2020546499 y lectura 00002 M3 tiene sello EPM bueno #AA2031475 el  se encuentra bien instalado registrando en prueba de llaves usuario informa que hace poco fue instalado dicho medidor no se observa ninguna anomalía actualizar información del medidor no datos  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-30 13:08:11,NO,No fraude,No fraude,6,2.0,7,10.0,0.0,5.0,31.0,0.16129032258064516,Lectura Normal,0.2,Menor a Promedio,3.0,7.0,10.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3877615-1,12711599,ActivoCon suministro                       ,Comercial  ,Expendio a la mesa de comidas preparadas                                                                                                              ,2021-07-23,2021-08-03,2021-08-03,2021-08-23 00:00:00,Cerrada,Se visita dirección en instalacion no residencial actividad económica restaurante nombre kilele con medidor marca elster de 1/2 serie 200815035979 Y lectura 3135 M3 medidor bien instalado registrá en prueba de llaves usuaria informa que el flujo de personas es muy bajo por tal motivo se observa bajo consumo no se observa ninguna anomalía   Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-03 15:29:20,NO,No fraude,No fraude,13,3135.0,3146,8.0,0.0,11.0,20.0,0.55,Lectura Normal,0.43333333333333335,Igual o mayor a Promedio,3.0,1.0,4.0,34.791 ,2528_C_CaidaConsumo_220720210             
EPMA3836168-1,12712144,ActivoCon suministro                       ,Residencial,Elaboración de productos de molinería                                                                                                                 ,2021-06-18,2021-07-01,2021-07-02,2021-08-13 00:00:00,Cerrada,Medidor WATER TECH de ½ serie #2014290735 con lectura 00341 bien instalado registrando con prueba de llave no se observa anomalias en el medidor y acometida clase de uso no residencial actividad tienda razón social sin nombre Usuario: JORGE.GRUESO Fecha: 2021-07-01 14:28:19,NO,No fraude,No fraude,1,341.0,343,10.0,1.0,2.0,43.0,0.046511627906976744,Lectura Baja,0.03333333333333333,Igual o mayor a Promedio,5.0,1.0,6.0,34.130 ,2979_C_VecinosLogicosBajoCons_170620210   
EPMA3861522-1,12712199,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-07-10,2021-07-26,2021-07-26,2021-08-14 00:00:00,Cerrada,Clase de uso no residencial razón social iglesia pentecostal unidad de Colombia clase de uso iglesia con medidor de ½ WATER TECH  serie # 2013190645 con lectura # 00042 bien instalado con llave de contención cerrada registra con prueba de Racor pitorras sin ojal usuario manifiesta que no utilizan agua de EPM utilizan la del barrio se hace prueba de Clorox y arroja negativo no se observa anomalías en el medidor y acometida Usuario: EPM\JORGE.GRUESO Fecha: 2021-07-26 10:25:18,NO,No fraude,No fraude,4,42.0,42,11.0,0.0,0.0,19.0,0.0,Parado,0.13333333333333333,Menor a Promedio,10.0,7.0,17.0,34.570 ,1053_C_Otro_Canal_090820210               
EPMA3936170-1,12712357,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-09-11,2021-09-14,2021-09-14,2021-09-08 00:00:00,DescargadaParcial,Luis Balbuena no residencial....PAC Bancolombia en remodelación sin puntos hidráulicos con medidor en buen estado bien instalado registrando en prueba de racores fuera de servicio temporalmente serie 2015541517 marca watertech lectura 00121 Usuario: EPM\luis.balbuena Fecha: 2021-09-14 10:31:27,NO,No fraude,No fraude,0,121.0,121,2.0,0.0,0.0,6.0,0.0,Parado,0.0,Igual o mayor a Promedio,10.0,1.0,11.0,35.906 ,1053_C_Otro_Canal_100920210               
EPMA3828989-1,12712789,ActivoCon suministro                       ,Residencial,Residencial estrato 2                                                                                                                                 ,2021-06-11,2021-06-28,2021-06-30,2021-08-23 00:00:00,Cerrada,"CARLOS JARAMILLO  no fraude  FECHA VISITA:28/06/2021 PAP:1475 SERIE MED :2016613030  MARCA : WATER TECH LECTURA : 706 DIAMETRO : 1/2 MEDIDOR EN CAJA EN POSICION CORRECTA REGISTRA EN PRUEBA DE RACOR , SIN SIGNOS DE MANIPULACION EXTERNA PREDIO SOLO PITORRA SIN OJAL , RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-06-30 12:48:49",NO,No fraude,No fraude,3,706.0,712,12.0,2.0,6.0,56.0,0.10714285714285714,Lectura Baja,0.1,Igual o mayor a Promedio,5.0,1.0,6.0,33.999 ,2852_C_CaidaEstandar_100620211            
EPMA3877389-1,12713203,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-07-23,2021-08-04,2021-08-04,2021-08-30 00:00:00,Cerrada,"SEBASTIAN BUILES
Se visita dirección en instalacion no residencial actividad económica supermercado nombre don surti  con medidor marca watertech de 1/2 serie 2017772513 Y lectura 01210 M3 tiene sello EPM bueno #AE1731423 medidor bien instalado registra en prueba de llaves consumos avanzado con normalidad usuaria informa que su actividad económica no depende del servicio de acueducto y que sus consumos son solo uso sanitario de los empleados por tal motivo bajo consumo sin anomalía Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-04 15:04:55",NO,No fraude,No fraude,12,1210.0,1223,9.0,0.0,13.0,26.0,0.5,Lectura Normal,0.4,Igual o mayor a Promedio,3.0,1.0,4.0,34.792 ,3029_C_CaidaConsumosBalanceHid_220720210  
EPMA3861570-1,12713205,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-07-10,2021-07-24,2021-07-27,2021-08-12 00:00:00,Cerrada,"SEBASTIAN BUILES FECHA VISITA :24/07/2021 PAP :1925  NO SE ENCUENTRA MEDIDOR DE SOLICITUD EN TERRENO SE ENCUENTRA MEDIDOR WATER TECH DE 1/2 SERIE 2017841497 Y LECTURA 1022 MEDIDOR BIEN INSTALADO REGISTRA EN  PRUEBA DE RACORES NADIE EN PREDIO ACTUALIZAR INFORMACION DEL MEDIDOR SIN ANOMALIAS , MEDIDOR CON SELLO EPM BUENO A8292789 NADIE PARA DATOS , NO RESIDENCIAL , CORFICOLOMBIA Usuario: EPM\aalvaalv Fecha: 2021-07-27 16:06:23",NO,No fraude,No fraude,18,1022.0,1032,10.0,1.0,10.0,19.0,0.5263157894736842,Lectura Normal,0.6,Menor a Promedio,3.0,7.0,10.0,34.570 ,1053_C_Otro_Canal_090820210               
EPMA3936310-1,12713209,ActivoCon suministro                       ,Comercial  ,Cría de aves de corral                                                                                                                                ,2021-09-11,2021-09-14,2021-09-14,2021-08-12 00:00:00,DescargadaParcial,Carlos Jaramillo... medidor Water tech de 1/2 con serie#2017811080  y lectura#01707 con sello de EPM buenos#R8233059 yR8233060 en posición correcta registra en prueba de llaves predio no residencial actividad económica es una bodega la cual está desocupada en remodelación trabajadores no pueden firmar medidor sin signos de manipulación externa Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-09-14 12:34:38,NO,No fraude,No fraude,28,1707.0,1677,2.0,0.0,30.0,33.0,0.9090909090909091,Lectura Normal,0.9333333333333333,Menor a Promedio,3.0,7.0,10.0,35.907 ,2528_C_CaidaConsumo_100920210             
EPMA3836246-1,12713383,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-06-18,2021-06-24,2021-06-28,2021-08-14 00:00:00,Cerrada,Medidor serie#2015571656 con lectura 00008 bien instalado registrando con prueba de Racor con llave de contención cerrada predio se surte con agua del barrio se hace prueba de CLOROX y arroja negativa clase de uso no residencial actividad supermercado Usuario: JORGE.GRUESO Fecha: 2021-06-24 12:18:11,NO,No fraude,No fraude,10,8.0,47,5.0,2.0,39.0,51.0,0.7647058823529411,Lectura Normal,0.3333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,34.124 ,1053_C_Otro_Canal_170620210               
EPMA3828988-1,12713408,ActivoCon suministro                       ,Residencial,Residencial estrato 2                                                                                                                                 ,2021-06-11,2021-06-25,2021-06-29,2021-08-23 00:00:00,Cerrada,"JORGE GRUESO no fraude  FECHA VISITA:25/06/2021 PAP:1811 SERIE MED :20113061425 MARCA: WATER TECH  LECTURA : 1603 DIAMETRO :1/2 MEDIDOR BIEN INSTALADO REGISTRA CON PRUEBA DE LLAVE EMPOTRADO , USUARIO MANIFIESTA QUE ANTES VIVIAN 3 PERSONA NO SE OBSERVA ANOMALIAS EN EL MEDIDOR Y ACOMETIDA , CANT HABITANTES 2 CANT UNI HABITACIONALES 1 RESIDENCIAL Usuario: EPM\LLOAIZAT Fecha: 2021-06-29 16:29:19",NO,No fraude,No fraude,5,1603.0,1614,11.0,2.0,11.0,59.0,0.1864406779661017,Lectura Normal,0.16666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,33.999 ,2852_C_CaidaEstandar_100620211            
EPMA3828984-1,12713445,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-06-11,2021-06-25,2021-06-29,2021-08-23 00:00:00,Cerrada,"JORGE GRUESO no fraude  FECHA VISITA:25/06/2021 PAP:1810 SERIE MED :2013149199 MARCA: WATER TECH  LECTURA : 1086 DIAMETRO :1/2 MEDIDOR BIEN INSTALADO REGISTRA CON PRUEBA DE LLAVE ,  PITORRA SIN OJAL , USUARIO MANIFIESTA QUE ANTES VIVIAN 4 PERSONAS AHORA VIVEN DOS NO SE OBSERVA ANOMALIAS EN EL MEDIDOR Y ACOMETIDA, CANT HABITANTES 2 CANT UNI HABITACIONALES 1 CANT PUNTOS CONSUMOS 4 RESIDENCIAL Usuario: EPM\LLOAIZAT Fecha: 2021-06-29 16:29:19",NO,No fraude,No fraude,3,1086.0,1092,11.0,2.0,6.0,59.0,0.1016949152542373,Lectura Baja,0.1,Igual o mayor a Promedio,5.0,1.0,6.0,33.999 ,2852_C_CaidaEstandar_100620211            
EPMA3902093-1,12714398,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-08-14,2021-08-30,2021-08-31,2021-09-09 00:00:00,Cerrada,"LUIS BALBUENA FECHA VISITA : 30/08/2021 PAP : 2129 SERIE MED : 2013103140 MARCA: WATER TECH LECTURA : 1679 DIAMETRO : 1/2   MEDIDOR BIEN INSTALADO REGISTRANDO EN PRUEBA DE LLAVES CON MISMA LECTURA SE REMITE PARA CAMBIO POR PARADO ,RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-08-31 13:04:15",NO,No fraude,Anomalia - Medidor parado/funcionando mal,6,1679.0,1679,11.0,1.0,0.0,10.0,0.0,Parado,0.2,Menor a Promedio,10.0,7.0,17.0,35.256 ,1053_C_Otro_Canal_130820210               
EPMA3924826-1,12714663,ActivoCon suministro                       ,Comercial  ,"Confección de prendas de vestir, excepto prendas de piel                                                                                              ",2021-09-03,2021-09-07,2021-09-07,2021-08-27 00:00:00,DescargadaParcial,Yonatan Giraldo predio solo no hay quien suministre información medidor bien instalado en buen estado registrando en prueba de racores medidor marca wáter tech de 1/2 serie 2012049791 lectura 01246 no se observa anomalías externas predio no residencial (hogar infantil Miguelín ) Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-09-07 12:12:06,NO,No fraude,No fraude,2,1246.0,1243,3.0,0.0,3.0,11.0,0.2727272727272727,Lectura Normal,0.06666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,35.735 ,2528_C_CaidaConsumo_020920210	            
EPMA3877550-1,12714996,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-07-23,2021-08-06,2021-08-09,2021-08-25 00:00:00,Cerrada,"LUIS BALBUENA FECHA VISITA: 06/08/2021 PAP :2625  SERIE MED :2018939809  MARCA: WATER TECH  LECTURA :8  DIAMETRO : 1/2 NADIE EN PREDIO MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO EN PRUEBA DE RACORES , RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-08-09 09:11:17",NO,No fraude,No fraude,1,8.0,8,11.0,1.0,0.0,19.0,0.0,Parado,0.03333333333333333,Menor a Promedio,10.0,7.0,17.0,34.794 ,1053_C_Otro_Canal_220720210               
EPMA3894003-1,12715530,ActivoCon suministro                       ,Comercial  ,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco                      ",2021-08-06,2021-08-23,2021-08-23,2021-08-12 00:00:00,Cerrada,Carlos Jaramillo... Medidor Water tech de 1/2 con serie#20113093113 y lectura#01913 en posición correcta sin signos de manipulación externa  se encuentra empotrado Regitra en prueba de llaves usuario argumenta nauenya han ido varias a veces a a ser la revición y no da sus datos actividad económica es una tienda razón social #mercado marbella Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-23 10:39:07,NO,No fraude,No fraude,15,1913.0,1901,12.0,0.0,12.0,11.0,1.0909090909090908,Lectura Normal,0.5,Igual o mayor a Promedio,3.0,1.0,4.0,35.099 ,2528_C_CaidaConsumo_050820210             
EPMA3901879-1,12715614,ActivoCon suministro                       ,Exenta     ,Alojamiento en apartahoteles                                                                                                                          ,2021-08-14,2021-08-23,2021-08-23,2021-09-01 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica iglesia nombre Emaús con medidor marca watertech de 1/2 serie 2012054128 y lectura 03540 M3 medidor bien instalado registra en prueba de llaves consumos avanzado con normalidad no se observa anomalías no suministran datos Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-23 11:15:29",NO,No fraude,No fraude,27,3540.0,3547,6.0,0.0,7.0,9.0,0.7777777777777778,Lectura Normal,0.9,Menor a Promedio,3.0,7.0,10.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3924789-1,12715866,ActivoCon suministro                       ,Comercial  ,Expendio por autoservicio de comidas preparadas                                                                                                       ,2021-09-03,2021-09-13,2021-09-13,2021-08-18 00:00:00,DescargadaParcial,Luis Balbuena no residencial cafetería buñuelos con medidor en buen estado bien instalado registrando en prueba de llaves no suministran información serie 20113085328 marca watertech lectura 03541 Usuario: EPM\luis.balbuena Fecha: 2021-09-13 13:12:14,NO,No fraude,No fraude,20,3541.0,3516,7.0,0.0,25.0,26.0,0.9615384615384616,Lectura Normal,0.6666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,35.735 ,2528_C_CaidaConsumo_020920210	            
EPMA3893800-1,12716124,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-08-06,2021-08-17,2021-08-17,2021-08-25 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica iglesia nombre la luz del mundo con medidor marca watertech de 1/2 serie 2017776583 y lectura ilegible  medidor bien instalado con cúpula impactada se retira y se envía a laboratorio en bolsa de seguridad #BM1700102 y precinto #CB1700278 se instala medidor provisional watertech de 1/2 serie 2020596386 y lectura 00000 M3 se deja bien instalado y sin fugas en llaves y racores se instaló sello EPM #AA2030613 se deja instalación sin anomalías revición en laboratorio el día 01 de septiembre de 2021, por petición y autorización del usuario  teniendo en cuenta su cobro se cambia llaves de asera cobre y contención a demás de pitorras de 7 y 4 CM y empotramiento del medidor  Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-17 16:38:03",SI,,Anomalia - Medidor destruido,24,1700102.0,9,8.0,0.0,1700093.0,8.0,212511.625,Lectura Normal,0.8,Igual o mayor a Promedio,3.0,1.0,4.0,35.096 ,1053_C_Otro_Canal_050820211               
EPMA3901678-1,12716139,ActivoCon suministro                       ,Oficial    ,Oficial                                                                                                                                               ,2021-08-14,2021-08-25,2021-08-25,2021-08-13 00:00:00,Cerrada,Carlos Jaramillo... medidor  iberconta de 3/4 con serie#200520077252 y lectura#7221 en posición correcta sin signos de manipulación externa predio no residencial actividad económica es un colegio razón social. Institucion educativa María Auxiliadora Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-25 09:42:14,NO,No fraude,No fraude,40,7221.0,7174,8.0,0.0,47.0,12.0,3.9166666666666665,Lectura Normal,1.3333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3902076-1,12716140,ActivoCon suministro                       ,Oficial    ,Oficial                                                                                                                                               ,2021-08-14,2021-08-19,2021-08-23,2021-08-18 00:00:00,Cerrada,"SE DESCARGA DIRECCION, ATENDIDA CON SOLICITUD 3860404
 Usuario: EPM\LLOAIZAT Fecha: 2021-08-23 07:30:00",NO,Atendido con otra orden de trabajo o solicitud,No Aplica,29,0.0,2589,4.0,2.0,2589.0,1.0,2589.0,Lectura Normal,0.9666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3877522-1,12717119,ActivoCon suministro                       ,Comercial  ,Peluquería y otros tratamientos de belleza                                                                                                            ,2021-07-23,2021-08-03,2021-08-03,2021-08-18 00:00:00,Cerrada,Clase de uso no residencial actividad económica tienda razón social MERCAPUNTO medidor WATER TECH de ½ serie #2017760758 con lectura# 01459 bien instalado registrando con prueba de llave cajilla sin tapa  empotrado usuario manifiesta que la caída de consumo se debe a que están gastando menos agua ahorrando  no se observa anomalias en el medidor y acometida Usuario: EPM\JORGE.GRUESO Fecha: 2021-08-03 15:24:10,NO,No fraude,No fraude,20,1459.0,1471,8.0,0.0,12.0,15.0,0.8,Lectura Normal,0.6666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,34.792 ,3029_C_CaidaConsumosBalanceHid_220720210  
EPMA3872478-1,12717165,ActivoCon suministro                       ,Comercial  ,Peluquería y otros tratamientos de belleza                                                                                                            ,2021-07-17,2021-07-27,2021-07-27,2021-08-20 00:00:00,Cerrada,Se vicita dirección en instalacion no residencial actidad económica hotel nombre Provenza lofts con medidor marca watertech de 1/2 serie 2018871070 y lectura 03571M3 tiene sellos EPM buenos #R8236686 - R8236681 medidor bien instalado registra en prueba de llaves consumos avanzando con normalidad no se observa anomalías no suministran datos Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-07-27 14:52:29,NO,No fraude,No fraude,57,3571.0,3706,7.0,0.0,135.0,24.0,5.625,Lectura Normal,1.9,Igual o mayor a Promedio,3.0,1.0,4.0,34.713 ,1053_C_Otro_Canal_160720210               
EPMA3894165-1,12717198,ActivoCon suministro                       ,Comercial  ,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento                                                                            ,2021-08-06,2021-08-20,2021-08-20,2021-08-21 00:00:00,Cerrada,Carlos Jaramillo... medidor Water tech de 1/2  con serie#20113072020  y lectura#01551 medidor empotrado lectura ilegible en campo cúpula empañada se remite para Cambio desarrollo tecnológico lectura avanzando correctamente predio no residencial actividad económica es una escuela de baile razón social apuro tango Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-20 09:23:47,NO,No fraude,No fraude,5,1551.0,1551,11.0,0.0,0.0,1.0,0.0,Parado,0.16666666666666666,Menor a Promedio,10.0,7.0,17.0,35.099 ,2528_C_CaidaConsumo_050820210             
EPMA3902160-1,12717546,ActivoCon suministro                       ,Exenta     ,Exenta                                                                                                                                                ,2021-08-14,2021-08-21,2021-08-21,2021-08-19 00:00:00,Cerrada,Carlos Jaramillo... Medidor Water tech de 1/2 con serie# 2014245940 y lectura#03914 en posición correcta registra en prueba de Racor predio no residencial  actividad económica es un colegio razón social institucion educativa Camilo c.restrepo   predio solo portero no sale a atender visita Usuario: EPM\CARLOS.JARAMILLO Fecha: 2021-08-21 11:09:06,NO,No fraude,No fraude,13,3914.0,3909,5.0,-1.0,5.0,2.0,2.5,Lectura Normal,0.43333333333333335,Igual o mayor a Promedio,3.0,1.0,4.0,35.262 ,3050_C_CaidaConsumo_130820210	            
EPMA3910560-1,12717593,ActivoCon suministro                       ,Comercial  ,Alojamiento en apartahoteles                                                                                                                          ,2021-08-21,2021-08-27,2021-08-27,2021-08-17 00:00:00,Cerrada,"SEBASTIAN BUILES 
se visita dirección en instalacion no residencial actividad económica convento nombre las Carmelitas con medidor marca watertech de 1"" serie 2014429059 y lectura 23529 M3 medidor bien instalado registra en prueba de llaves con misma lectura hace más de 6 meses se remite para cambio por medidor parado no suministran datos Usuario: EPM\SEBASTIAN.BUILES Fecha: 2021-08-27 12:15:06",SI,,Anomalia - Medidor parado/funcionando mal,7,23529.0,23529,5.0,0.0,0.0,10.0,0.0,Parado,0.23333333333333334,Menor a Promedio,10.0,7.0,17.0,35.385 ,1053_C_Otro_Canal_200820210	              
EPMA3861608-1,12717858,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-07-10,2021-07-26,2021-07-26,2021-08-14 00:00:00,Cerrada,"Clase de uso residencial actividad vivienda con medidor WATER TECH de ½ serie #2019019331 con lectura 00011 con sello bueno ilegible registra con prueba de llave usuario manifiesta que utilizan muy poco el agua de este medidor ya que tienen agua del barrio se hace prueba de Clorox y arroja negativo no se observa 
 anomalías en el medidor y acometida Usuario: EPM\JORGE.GRUESO Fecha: 2021-07-26 09:44:26",NO,No fraude,No fraude,0,11.0,11,11.0,0.0,0.0,19.0,0.0,Parado,0.0,Igual o mayor a Promedio,10.0,1.0,11.0,34.570 ,1053_C_Otro_Canal_090820210               
EPMA3872374-1,12717927,ActivoCon suministro                       ,Residencial,Actividades de fotografía                                                                                                                             ,2021-07-17,2021-07-28,2021-07-28,2021-08-18 00:00:00,Cerrada,Predio residencial  con 160 apartamentos y con 10 desocupados  con medidor serie 16-6001363 marca watertech lectura 060056  de control registrando y  bien instalado   actualizar serie lectura coincide Usuario: EPM\luis.balbuena Fecha: 2021-07-28 11:36:28,NO,No fraude,No fraude,23,60056.0,60741,8.0,0.0,685.0,21.0,32.61904761904762,Lectura Normal,0.7666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,34.710 ,3029_C_CaidaConsumosBalanceHid_160720210	 
EPMA3829165-1,12719244,ActivoCon suministro                       ,Residencial,Residencial estrato 1                                                                                                                                 ,2021-06-11,2021-06-23,2021-06-28,2021-08-19 00:00:00,Cerrada,"LUIS BALBUENA predio se surte de otra instalacion FECHA VISITA:23/06/2021 PAP:1759 SERIE MED :2017865264 MARCA:WATER TECH LECTURA :0 DIAMETRO : 1/2 MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO EN PRUEBA DE RACORES, FUERA DE SERVICIO TEMPORALMENTE YA QUE SE SURTE DE INSTALACION PARALELA LA CUAL SE OBSERVA EN TUBERIA PVC A BORDE DE GRADAS, RESIDENCIAL Usuario: EPM\aalvaalv Fecha: 2021-06-28 09:59:25",SI,,Anomalia - Se surte de otra instalacion,3,0.0,0,9.0,3.0,0.0,57.0,0.0,Parado,0.1,Menor a Promedio,10.0,7.0,17.0,34.002 ,1053_C_Otro_Canal_100620216               
EPMA3861648-1,12719491,ActivoCon suministro                       ,Residencial,Residencial estrato 6                                                                                                                                 ,2021-07-10,2021-07-24,2021-07-27,2021-08-20 00:00:00,Cerrada,"SEBASTIAN BUILES FECHA VISITA: 24/07/2021 PAP:1936 SERIE MED :2013107993 MARCA: WATER TECH LECTURA : 985 DIAMETRO : 1/2   SE  ENCUENTRA MEDIDOR EN POSICION INCORRECTA SE PROCEDE A NORMALIZAR INSTALACION  SE DEJA MEDIDOR BIEN INSTALADO Y SIN FUGAS EN LLAVES Y RACORES SE INSTALA SELLO EPM AA2031901 SE DEJA INSTALACION SIN ANOMALIAS  CANT HABITANTES 4 CANT UNI HABITACIONALES 1 CANT PUNTOS CONSUMOS  12  RESIDENCIAL , Usuario: EPM\aalvaalv Fecha: 2021-07-27 16:28:39",SI,,Anomalía - Medidor en contraflujo,7,985.0,1004,10.0,1.0,19.0,27.0,0.7037037037037037,Lectura Normal,0.23333333333333334,Igual o mayor a Promedio,3.0,1.0,4.0,34.576 ,1355_C_NotaLectura_Dev_Lec_090720210      
EPMA3877408-1,12720132,ActivoCon suministro                       ,Comercial  ,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados                  ",2021-07-23,2021-08-05,2021-08-06,2021-08-18 00:00:00,Cerrada,"LUIS BALBUENA FECHA VISITA : 05/08/2021 PAP : 2610  SERIE MED :2014266180    MARCA: WATER TECH LECTURA  : 1075  DIAMETRO : 1/2  MEDIDOR EN BUEN ESTADO BIEN INSTALADO REGISTRANDO SIN ANOMALIAS , ACTUALIZAR SERIE LECTURA CONCUERDA NO DATOS , NO RESIDENCIAL , LOCALES, Usuario: EPM\aalvaalv Fecha: 2021-08-06 11:24:14",NO,No fraude,No fraude,18,1075.0,1075,10.0,1.0,0.0,13.0,0.0,Parado,0.6,Menor a Promedio,10.0,7.0,17.0,34.791 ,2528_C_CaidaConsumo_220720210             
EPMA3877557-1,12720248,ActivoCon suministro                       ,Comercial  ,Comercial                                                                                                                                             ,2021-07-23,2021-08-04,2021-08-04,2021-08-21 00:00:00,Cerrada,Yonatan Giraldo medidor bien instalado en buen Estado empotrado registro en prueba de llaves medidor marca wáter tech de 1/2 serie 2016631642 lectura 02362 no de observa anomalías encargado de predio argumenta que funciona 5 consultorios odontológicos los cuales an tenido variación con los usuarios y ya es poco el consumo de agua no suministra más información predio no recidencial consultorios  Usuario: EPM\YONATAN.GIRALDO Fecha: 2021-08-04 13:26:45,NO,No fraude,No fraude,30,2362.0,2381,9.0,0.0,19.0,17.0,1.1176470588235294,Lectura Normal,1.0,Igual o mayor a Promedio,3.0,1.0,4.0,34.792 ,3029_C_CaidaConsumosBalanceHid_220720210  
